Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	6.27	--	0	0	бРел
15:00:00	6.27	--	0	0	бРел
14:59:59	6.27	--	122	76494	бРел
14:59:54	6.27	--	59	36993	бРел
14:59:49	6.27	--	244	152988	бРел
14:59:44	6.27	--	39	24453	бРел
14:59:39	6.27	0.01	158	99066	бРел
14:59:34	6.26	-0.01	75	46950	бТел
14:59:29	6.27	0.01	215	134805	бРел
14:59:24	6.26	-0.01	65	40690	бТел
14:59:19	6.27	--	24	15047	бРел
14:59:14	6.27	--	300	188100	бРел
14:59:09	6.27	--	33	20691	бРел
14:59:04	6.27	--	12	7523	бРел
14:58:59	6.27	--	240	150480	бРел
14:58:54	6.27	--	230	144210	бРел
14:58:39	6.27	--	2	1254	бРел
14:58:29	6.27	0.01	15	9405	бРел
14:58:24	6.26	--	251	157126	бТел
14:58:14	6.26	--	410	256966	бТел
14:58:04	6.26	--	9	5634	бТел
14:57:59	6.26	--	25	15650	бТел
14:57:54	6.26	--	16	10191	бТел
14:57:44	6.26	--	28	17528	бТел
14:57:39	6.26	--	55	34430	бТел
14:57:34	6.26	--	44	27544	бТел
14:57:28	6.26	--	45	28170	бТел
14:57:24	6.26	--	104	65247	бРел
14:57:19	6.26	0.01	10	6260	бРел
14:57:09	6.25	-0.01	63	39375	бТел
14:57:03	6.26	--	131	82006	бРел
14:56:54	6.26	--	4	2504	бРел
14:56:43	6.26	0.01	10	6260	бРел
14:56:39	6.25	-0.01	320	200000	бТел
14:56:33	6.26	0.01	940	588440	бРел
14:56:28	6.25	-0.01	38	23750	бТел
14:56:24	6.26	--	44	28007	бРел
14:56:13	6.26	--	30	18780	бРел
14:56:09	6.26	--	64	40064	бРел
14:56:04	6.26	--	14	8764	бРел
14:55:58	6.26	--	10	6260	бРел
14:55:54	6.26	0.02	73	45698	бРел
14:55:49	6.24	-0.02	1007	628368	бТел
14:55:23	6.26	--	11	6886	бРел
14:55:19	6.26	--	145	90770	бРел
14:55:08	6.26	0.01	151	94526	бРел
14:55:04	6.25	--	276	172500	бТел
14:54:53	6.25	--	575	359375	бТел
14:54:49	6.25	--	135	84375	бТел
14:54:38	6.25	--	17	10625	бТел
14:54:33	6.25	--	166	103750	бТел
14:54:23	6.25	--	339	211875	бТел
14:54:18	6.25	--	50	31250	бТел
14:54:13	6.25	-0.01	4	2500	бТел
14:54:08	6.26	0.01	4	2504	бРел
14:54:03	6.25	--	15	9375	бТел
14:53:53	6.25	-0.01	1	625	бТел
14:53:48	6.26	--	265	166372	бТел
14:53:42	6.26	--	11	6886	бТел
14:53:38	6.26	--	173	108298	бТел
14:53:33	6.26	--	60	37703	бТел
14:53:27	6.26	--	22	13772	бТел
14:53:23	6.26	-0.01	31	19406	бТел
14:53:18	6.27	0.01	2	1254	бРел
14:53:12	6.26	-0.01	30	18780	бТел
14:53:08	6.27	0.01	51	31976	бРел
14:53:03	6.26	--	91	56966	бТел
14:52:53	6.26	--	60	37560	бТел
14:52:38	6.26	0.01	307	192182	бРел
14:52:27	6.25	--	50	31250	бТел
14:52:23	6.25	-0.01	218	136250	бТел
14:52:18	6.26	--	92	57592	бРел
14:52:12	6.26	--	19	11894	бРел
14:52:03	6.26	--	403	252278	бТел
14:51:57	6.26	--	6	3756	бТел
14:51:48	6.26	--	23	14398	бТел
14:51:33	6.26	-0.01	32	20032	бТел
14:51:23	6.27	0.01	72	45144	бРел
14:51:18	6.26	0.01	169	105794	жпптел
14:51:12	6.25	-0.02	375	234537	бТел
14:51:06	6.27	--	10	6270	бТел
14:51:03	6.27	0.01	199	125236	бРел
14:50:57	6.26	-0.01	110	68860	бТел
14:50:51	6.27	--	3	1880	бРел
14:50:48	6.27	--	169	106126	бТел
14:50:42	6.27	--	84	52668	бТел
14:50:33	6.27	--	244	153451	бРел
14:50:27	6.27	0.01	26	16301	бРел
14:50:18	6.26	--	80	50080	бТел
14:50:12	6.26	--	201	125826	бТел
14:50:03	6.26	-0.01	20	12520	бТел
14:49:48	6.27	--	32	20064	бРел
14:49:42	6.27	--	353	221330	бТел
14:49:36	6.27	--	13	8150	бТел
14:49:33	6.27	--	53	33231	бТел
14:49:27	6.27	--	6	3761	бТел
14:49:17	6.27	--	114	71478	бТел
14:49:12	6.27	--	397	248918	бТел
14:49:06	6.27	--	2	1254	бТел
14:49:02	6.27	--	3	1880	бТел
14:48:57	6.27	--	9	5643	бТел
14:48:51	6.27	-0.01	11	6896	бТел
14:48:47	6.28	0.01	1	628	бРел
14:48:42	6.27	--	40	25080	бТел
14:48:36	6.27	--	26	16301	бТел
14:48:32	6.27	--	130	81510	бТел
14:48:27	6.27	--	15	9405	бТел
14:48:21	6.27	--	1	627	бТел
14:48:17	6.27	--	22	13793	бТел
14:48:12	6.27	--	73	45771	бТел
14:48:06	6.27	--	37	23199	бТел
14:48:02	6.27	--	3	1880	бТел
14:47:57	6.27	--	53	33231	бРел
14:47:51	6.27	0.01	20	12540	бРел
14:47:32	6.26	-0.01	28	17528	бТел
14:47:27	6.27	--	341	213807	бРел
14:47:12	6.27	0.01	85	53295	бРел
14:47:02	6.26	--	64	40064	бТел
14:46:57	6.26	--	2	1252	бТел
14:46:51	6.26	-0.01	32	20032	бТел
14:46:47	6.27	--	7	4389	бРел
14:46:42	6.27	--	38	23826	бРел
14:46:32	6.27	0.01	7	4389	бРел
14:46:27	6.26	0.01	205	128330	бРел
14:46:21	6.25	-0.01	67	41875	бТел
14:46:17	6.26	0.01	5	3130	бРел
14:46:12	6.25	-0.01	87	54375	бТел
14:46:06	6.26	0.01	6	3756	бРел
14:46:02	6.25	-0.01	31	19375	бТел
14:45:57	6.26	--	210	131460	бРел
14:45:51	6.26	--	20	12520	бРел
14:45:47	6.26	-0.01	744	465744	бТел
14:45:42	6.27	-0.01	4	2508	бТел
14:45:36	6.28	0.01	5	3140	бРел
14:45:32	6.27	--	10	6270	бТел
14:45:27	6.27	--	45	28214	бТел
14:45:21	6.27	-0.01	21	13167	бТел
14:45:17	6.28	0.01	53	33284	бРел
14:45:12	6.27	-0.01	30	18810	бТел
14:45:06	6.28	0.01	14	8792	бРел
14:45:02	6.27	--	6	3761	бТел
14:44:57	6.27	--	95	59564	бТел
14:44:51	6.27	--	7	4389	бТел
14:44:45	6.27	--	5	3135	бТел
14:44:42	6.27	--	36	22572	бТел
14:44:27	6.27	--	20	12540	бТел
14:44:15	6.27	-0.01	19	11913	бТел
14:44:12	6.28	--	85	53380	бРел
14:44:06	6.28	--	59	37052	бРел
14:43:57	6.28	--	18	11304	бРел
14:43:51	6.28	--	44	27632	бРел
14:43:45	6.28	--	100	62800	бРел
14:43:42	6.28	--	11	6908	бРел
14:43:36	6.28	--	9	5652	бРел
14:43:30	6.28	--	47	29516	бРел
14:43:27	6.28	--	13	8164	бРел
14:43:21	6.28	--	53	33284	бРел
14:43:15	6.28	0.01	5	3140	бРел
14:43:12	6.27	--	10	6270	бТел
14:43:06	6.27	--	12	7523	бТел
14:42:57	6.27	--	15	9405	бТел
14:42:45	6.27	-0.01	3	1880	бТел
14:42:41	6.28	--	5	3140	бРел
14:42:21	6.28	0.01	5	3140	бРел
14:42:15	6.27	-0.01	30	18810	бТел
14:42:11	6.28	0.01	239	150092	бРел
14:42:06	6.27	--	34	21318	бТел
14:41:56	6.27	--	50	31349	бТел
14:41:51	6.27	--	35	21945	бТел
14:41:41	6.27	-0.01	10	6270	бТел
14:41:36	6.28	--	65	40820	бРел
14:41:30	6.28	--	28	17584	бРел
14:41:26	6.28	--	36	22608	бРел
14:41:11	6.28	0.01	17	10676	бРел
14:41:06	6.27	--	8	5016	бТел
14:41:00	6.27	--	0	0	жпптел
14:40:56	6.27	--	272	170544	бРел
14:40:51	6.27	--	80	50160	бТел
14:40:41	6.27	-0.01	806	505675	бТел
14:40:36	6.28	--	97	60916	бРел
14:40:30	6.28	0.01	5	3140	бРел
14:40:26	6.27	-0.01	61	38247	бТел
14:40:21	6.28	0.01	586	368008	бРел
14:40:11	6.27	-0.01	136	85272	бТел
14:40:06	6.28	0.01	6	3768	бРел
14:39:56	6.27	-0.01	26	16301	бТел
14:39:45	6.28	--	40	25120	бРел
14:39:41	6.28	0.01	131	82268	бРел
14:39:36	6.27	--	1	627	бТел
14:39:26	6.27	--	11	6896	бТел
14:39:15	6.27	0.01	393	246410	бРел
14:39:06	6.26	--	35	21910	бТел
14:39:00	6.26	--	163	102038	бТел
14:38:56	6.26	--	53	33178	бТел
14:38:51	6.26	--	13	8138	бТел
14:38:41	6.26	--	137	85762	бРел
14:38:36	6.26	--	88	55088	бРел
14:38:26	6.26	--	141	88266	бРел
14:38:21	6.26	--	16	10016	бРел
14:38:15	6.26	0.01	5	3130	бРел
14:38:09	6.25	-0.01	72	45000	бТел
14:38:06	6.26	--	14	8764	бРел
14:38:00	6.26	--	38	23788	бРел
14:37:54	6.26	--	1	626	бРел
14:37:51	6.26	0.01	9	5634	бРел
14:37:45	6.25	--	57	35625	бТел
14:37:39	6.25	-0.01	5	3125	бТел
14:37:36	6.26	0.01	30	18780	бРел
14:37:30	6.25	-0.01	45	28125	бТел
14:37:15	6.26	0.01	17	10642	бРел
14:37:09	6.25	--	20	12500	бТел
14:37:06	6.25	--	8	5000	бТел
14:37:00	6.25	--	29	18125	бТел
14:36:51	6.25	-0.01	20	12500	бТел
14:36:45	6.26	--	25	15650	бРел
14:36:39	6.26	0.01	58	36308	бРел
14:36:30	6.25	--	8	5000	бТел
14:36:20	6.25	-0.01	29	18125	бТел
14:36:09	6.26	0.01	34	21284	бРел
14:36:05	6.25	-0.01	3	1875	бТел
14:36:00	6.26	--	10	6260	бРел
14:35:54	6.26	0.01	650	406900	бРел
14:35:50	6.25	--	1000	625000	бТел
14:35:45	6.25	--	10	6250	бТел
14:35:39	6.25	-0.01	24	15000	бТел
14:35:35	6.26	--	1	626	бРел
14:35:30	6.26	-0.01	587	367462	бТел
14:35:15	6.27	0.01	5	3135	бРел
14:35:05	6.26	--	3	1878	бТел
14:35:00	6.26	-0.01	3	1878	бТел
14:34:50	6.27	--	22	13793	бРел
14:34:30	6.27	0.01	61	38247	бРел
14:34:24	6.26	-0.01	3	1878	бТел
14:34:15	6.27	0.01	45	28214	бРел
14:34:05	6.26	-0.01	3	1878	бТел
14:34:00	6.27	--	43	26960	бРел
14:33:50	6.27	--	60	37620	бРел
14:33:45	6.27	0.01	76	47652	бРел
14:33:35	6.26	--	15	9390	бТел
14:33:30	6.26	-0.01	40	25040	бТел
14:33:24	6.27	0.01	10	6270	бРел
14:33:09	6.26	--	266	166516	бРел
14:33:05	6.26	--	18	11268	бРел
14:33:00	6.26	--	2	1252	бРел
14:32:54	6.26	--	20	12520	бРел
14:32:50	6.26	0.01	1	626	бРел
14:32:45	6.25	-0.01	4	2500	бТел
14:32:35	6.26	--	86	53836	бРел
14:32:24	6.26	--	30	18780	бРел
14:32:15	6.26	--	68	42568	бРел
14:32:05	6.26	0.01	40	25040	бРел
14:31:50	6.25	--	20	12500	бТел
14:31:39	6.25	--	10	6250	бТел
14:31:35	6.25	-0.01	63	39375	бТел
14:31:30	6.26	0.01	220	137720	бРел
14:31:24	6.25	--	12	7500	бТел
14:31:14	6.25	--	1	625	бТел
14:31:05	6.25	-0.01	5	3125	бТел
14:31:00	6.26	--	11	6886	бРел
14:30:54	6.26	--	1	626	бРел
14:30:49	6.26	0.01	20	12520	бРел
14:30:45	6.25	-0.01	6	3750	бТел
14:30:39	6.26	--	30	18780	бРел
14:30:24	6.26	--	27	16902	бРел
14:30:18	6.26	--	36	22536	бРел
14:30:09	6.26	0.01	149	93274	бРел
14:30:03	6.25	-0.02	13	8125	бТел
14:29:48	6.27	0.02	30	18810	бРел
14:29:44	6.25	-0.01	500	312500	бТел
14:29:39	6.26	--	134	84165	бТел
14:29:33	6.26	0.01	23	14398	бРел
14:29:29	6.25	--	30	18750	бТел
14:29:09	6.25	--	3	1875	бТел
14:29:03	6.25	-0.01	3	1875	бТел
14:28:59	6.26	--	16	10016	бРел
14:28:48	6.26	--	2	1252	бРел
14:28:44	6.26	-0.01	47	29766	бТел
14:28:39	6.27	0.01	65	40755	бРел
14:28:33	6.26	--	0	281	бТел
14:28:29	6.26	-0.01	500	313000	бТел
14:28:24	6.27	--	10	6270	бРел
14:28:14	6.27	--	28	17556	бРел
14:28:03	6.27	--	29	18183	бРел
14:27:59	6.27	--	3	1880	бРел
14:27:44	6.27	--	4	2508	бРел
14:27:39	6.27	--	281	176187	бТел
14:27:29	6.27	--	25	15674	бТел
14:27:24	6.27	-0.01	20	12540	бТел
14:27:14	6.28	0.01	50	31400	бРел
14:27:03	6.27	-0.01	6	3761	бТел
14:26:59	6.28	0.02	12	7536	бРел
14:26:48	6.26	--	0	0	бТел
14:26:44	6.26	-0.01	200	125200	бТел
14:26:33	6.27	--	55	34485	бРел
14:26:29	6.27	--	9	5643	бРел
14:26:24	6.27	--	5	3135	бРел
14:26:18	6.27	--	10	6270	бРел
14:26:14	6.27	--	34	21318	бРел
14:26:09	6.27	-0.01	238	149226	бТел
14:26:03	6.28	--	10	6280	бРел
14:25:54	6.28	--	7	4396	бРел
14:25:48	6.28	0.01	33	20724	бРел
14:25:44	6.27	--	42	26334	бТел
14:25:38	6.27	--	5	3135	бТел
14:25:24	6.27	--	11	6896	бТел
14:25:18	6.27	--	5	3135	бТел
14:25:14	6.27	--	100	62699	бТел
14:25:08	6.27	--	100	62699	бТел
14:25:03	6.27	-0.01	111	69597	бТел
14:24:58	6.28	--	21	13188	бРел
14:24:54	6.28	--	60	37680	бРел
14:24:48	6.28	0.01	21	13188	бРел
14:24:23	6.27	--	17	10659	бТел
14:24:18	6.27	-0.01	102	63953	бТел
14:24:14	6.28	0.01	4	2512	бРел
14:24:03	6.27	--	5	3135	бТел
14:23:54	6.27	-0.01	182	114113	бТел
14:23:48	6.28	--	46	28888	бРел
14:23:39	6.28	--	20	12560	бРел
14:23:33	6.28	0.01	21	13188	бРел
14:23:18	6.27	-0.01	64	40128	бТел
14:23:08	6.28	0.01	40	25120	бРел
14:23:03	6.27	--	8	5016	бТел
14:22:57	6.27	--	10	6270	бТел
14:22:53	6.27	0.01	48	30095	бРел
14:22:48	6.26	--	40	25040	бТел
14:22:38	6.26	-0.01	2	1252	бТел
14:22:33	6.27	--	15	9405	бРел
14:22:23	6.27	-0.01	82	51414	бТел
14:22:12	6.28	0.01	21	13188	бРел
14:22:08	6.27	--	60	37620	бТел
14:22:03	6.27	--	26	16301	бТел
14:21:57	6.27	--	124	77748	бТел
14:21:33	6.27	--	25	15674	бТел
14:21:03	6.27	-0.01	48	30095	бТел
14:20:57	6.28	--	21	13188	бРел
14:20:53	6.28	--	15	9420	бРел
14:20:38	6.28	--	4	2512	бРел
14:20:23	6.28	--	1	628	бРел
14:20:18	6.28	--	26	16328	бРел
14:20:12	6.28	--	27	16956	бТел
14:20:08	6.28	-0.01	4	2512	бРел
14:20:03	6.29	0.01	47	29563	бРел
14:19:53	6.28	--	12	7536	бТел
14:19:48	6.28	--	20	12560	бТел
14:19:33	6.28	-0.01	4	2512	бРел
14:19:18	6.29	0.01	80	50320	бРел
14:19:08	6.28	--	43	27004	бТел
14:19:03	6.28	--	96	60288	бТел
14:18:57	6.28	--	26	16328	бТел
14:18:53	6.28	--	2	1256	бТел
14:18:48	6.28	-0.01	170	106760	бТел
14:18:38	6.29	--	103	64787	бРел
14:18:32	6.29	--	12	7548	бРел
14:18:17	6.29	0.01	54	33966	бРел
14:18:12	6.28	--	12	7536	бТел
14:18:02	6.28	--	7	4396	бТел
14:17:52	6.28	-0.01	10	6280	бТел
14:17:47	6.29	0.01	18	11322	бРел
14:17:32	6.28	--	25	15700	бТел
14:17:17	6.28	--	330	207240	бТел
14:17:07	6.28	--	117	73476	бТел
14:17:02	6.28	-0.01	7	4396	бТел
14:16:57	6.29	--	3	1887	бРел
14:16:47	6.29	0.01	10	6290	бРел
14:16:42	6.28	--	1	628	бТел
14:16:17	6.28	--	12	7850	бРел
14:16:12	6.28	0.01	200	125600	бРел
14:16:02	6.27	-0.01	16	10032	бТел
14:15:57	6.28	0.01	307	192796	бРел
14:15:51	6.27	-0.01	22	13793	бТел
14:15:42	6.28	--	20	12560	бРел
14:15:06	6.28	0.01	18	11304	бРел
14:15:02	6.27	--	12	7523	бТел
14:14:57	6.27	--	20	12540	бТел
14:14:51	6.27	--	1	627	бТел
14:14:42	6.27	--	11	6896	бТел
14:14:27	6.27	--	13	8150	бРел
14:14:21	6.27	--	54	33858	бРел
14:14:17	6.27	--	12	7523	бРел
14:14:06	6.27	0.01	27	16929	бРел
14:14:02	6.26	--	56	35056	бТел
14:13:57	6.26	--	30	18780	бТел
14:13:12	6.26	--	21	13146	бТел
14:13:02	6.26	-0.01	3	1878	бТел
14:12:57	6.27	0.02	5	3135	бРел
14:12:51	6.25	-0.01	5	3125	бТел
14:12:47	6.26	--	17	10642	бРел
14:12:42	6.26	--	28	17528	бРел
14:12:27	6.26	-0.01	74	46324	бТел
14:12:17	6.27	--	29	18183	бРел
14:12:12	6.27	0.01	102	63953	бРел
14:12:02	6.26	-0.01	8	5008	жпптел
14:11:56	6.27	0.02	26	16301	бРел
14:11:51	6.25	--	0	393	бТел
14:11:42	6.25	-0.01	144	90000	бТел
14:11:31	6.26	--	5	3130	бРел
14:11:26	6.26	-0.01	10	6260	бТел
14:11:11	6.27	--	189	118502	бРел
14:11:06	6.27	0.01	87	54548	бРел
14:10:56	6.26	--	4	2504	бТел
14:10:41	6.26	--	28	17528	бРел
14:10:26	6.26	-0.01	203	127078	бТел
14:10:21	6.27	--	192	120383	бРел
14:10:06	6.27	-0.01	8	5016	бТел
14:09:36	6.28	--	24	15072	бРел
14:09:26	6.28	--	0	0	бРел
14:09:21	6.28	0.01	234	146952	бРел
14:09:06	6.27	-0.01	2	1254	бТел
14:09:01	6.28	0.01	70	43960	бРел
14:08:56	6.27	--	27	16929	бТел
14:08:41	6.27	-0.01	200	125399	бТел
14:08:26	6.28	--	2	1256	бРел
14:08:15	6.28	--	6	3768	бРел
14:08:11	6.28	--	78	48984	бТел
14:08:06	6.28	--	2	1256	бТел
14:07:51	6.28	0.01	82	51496	бРел
14:07:36	6.27	-0.01	40	25080	бТел
14:07:20	6.28	0.01	22	13816	бРел
14:07:11	6.27	-0.01	10	6270	бТел
14:06:51	6.28	0.01	10	6280	бРел
14:06:45	6.27	-0.01	698	437645	бТел
14:06:41	6.28	--	127	79756	бРел
14:06:36	6.28	--	21	13188	бРел
14:06:30	6.28	--	31	19468	бРел
14:06:26	6.28	--	4	2512	бРел
14:06:11	6.28	--	0	0	жпптел
14:06:05	6.28	--	523	328444	бРел
14:06:00	6.28	--	35	21980	бРел
14:05:51	6.28	--	10	6280	бРел
14:05:26	6.28	--	1	628	бРел
14:05:21	6.28	--	40	25120	бРел
14:05:10	6.28	--	11	6908	бРел
14:04:56	6.28	--	230	144440	бРел
14:04:51	6.28	0.01	4	2512	бРел
14:04:45	6.27	-0.01	20	12540	бТел
14:04:30	6.28	0.01	4	2512	бРел
14:04:10	6.27	-0.01	19	11913	бТел
14:04:00	6.28	0.01	30	18840	бРел
14:03:40	6.27	--	5	3135	бТел
14:03:30	6.27	--	25	15674	бТел
14:03:20	6.27	--	18	11286	бТел
14:03:15	6.27	-0.01	59	36993	бТел
14:03:10	6.28	--	9	5652	бРел
14:02:50	6.28	0.01	51	32028	бРел
14:02:45	6.27	-0.01	16	10032	бТел
14:02:35	6.28	--	7	4396	бРел
14:02:20	6.28	--	1	628	бРел
14:02:10	6.28	--	4	2512	бРел
14:02:05	6.28	0.01	1	628	бРел
14:02:00	6.27	--	32	20064	бТел
14:01:49	6.27	-0.01	20	12540	бТел
14:01:40	6.28	--	50	31400	бРел
14:01:30	6.28	0.01	30	18840	бРел
14:01:15	6.27	--	13	8150	бТел
14:01:05	6.27	0.01	290	181830	бРел
14:00:59	6.26	--	3	1878	бТел
14:00:54	6.26	-0.01	8	5008	бТел
14:00:44	6.27	--	65	40755	бРел
14:00:35	6.27	--	29	18183	бРел
14:00:20	6.27	--	5	3135	бРел
14:00:14	6.27	0.01	10	6270	бРел
14:00:09	6.26	--	5	3130	бТел
14:00:05	6.26	--	3	1878	бТел
13:59:50	6.26	--	78	48828	бРел
13:59:14	6.26	-0.01	39	24414	бТел
13:59:09	6.27	0.01	5	3135	бРел
13:58:50	6.26	--	0	0	жпптел
13:58:44	6.26	--	0	0	бРел
13:58:35	6.26	--	190	118940	бРел
13:58:19	6.26	--	27	16902	бРел
13:58:14	6.26	-0.01	127	79502	бТел
13:58:09	6.27	--	0	0	жпптел
13:58:05	6.27	--	0	0	бРел
13:57:59	6.27	--	16	10032	бТел
13:57:54	6.27	--	2	1254	бТел
13:57:49	6.27	--	33	20691	бТел
13:57:39	6.27	-0.01	48	30095	бТел
13:57:29	6.28	0.01	4	2512	бРел
13:57:24	6.27	-0.01	43	26960	бТел
13:57:14	6.28	0.01	218	136904	бРел
13:57:09	6.27	-0.01	10	6270	бТел
13:57:04	6.28	0.01	100	62800	бРел
13:56:54	6.27	--	3	1880	бТел
13:56:49	6.27	--	30	18810	бТел
