Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
10:11:59	6.18	--	126	77868	бТел
10:11:54	6.18	--	736	454848	бТел
10:11:49	6.18	-0.01	802	495636	бТел
10:11:44	6.19	--	100	61900	бРел
10:11:39	6.19	--	118	73042	бРел
10:11:34	6.19	--	260	160940	бРел
10:11:24	6.19	0.01	52	32188	бРел
10:11:19	6.18	-0.01	64	39552	бТел
10:11:14	6.19	--	62	38378	бРел
10:11:09	6.19	--	28	17332	бРел
10:11:04	6.19	--	663	410397	бТел
10:10:59	6.19	--	141	87279	бТел
10:10:54	6.19	-0.01	151	93469	бТел
10:10:49	6.2	--	115	71300	бРел
10:10:44	6.2	--	4	2480	бРел
10:10:39	6.2	-0.01	717	444664	бТел
10:10:34	6.21	--	11	6831	бРел
10:10:29	6.21	--	14	8694	бРел
10:10:24	6.21	0.01	5	3105	бРел
10:10:19	6.2	-0.01	47	29140	бТел
10:10:14	6.21	0.01	127	78867	жпптел
10:10:09	6.2	--	500	310000	бТел
10:10:04	6.2	-0.01	85	52700	бТел
10:09:54	6.21	--	29	18009	бРел
10:09:49	6.21	--	639	397402	бТел
10:09:44	6.21	--	31	19251	бТел
10:09:39	6.21	-0.01	20	12420	бТел
10:09:34	6.22	0.01	36	22392	бРел
10:09:29	6.21	-0.01	29	18009	бТел
10:09:24	6.22	0.01	55	34210	бРел
10:09:14	6.21	-0.01	8	4968	бТел
10:09:04	6.22	--	17	10574	бРел
10:08:49	6.22	-0.01	6	3732	жпптел
10:08:44	6.23	0.01	55	34682	бРел
10:08:34	6.22	--	7	4354	бТел
10:08:29	6.22	--	115	71530	бТел
10:08:24	6.22	--	11	7047	бРел
10:08:19	6.22	0.01	74	46028	бРел
10:08:14	6.21	-0.01	73	45333	бТел
10:08:08	6.22	--	50	31100	бРел
10:08:04	6.22	--	13	8086	бРел
10:07:49	6.22	-0.01	810	503820	бТел
10:07:44	6.23	--	2	1246	бРел
10:07:33	6.23	0.01	26	16198	бРел
10:07:29	6.22	--	35	21770	бТел
10:07:24	6.22	-0.01	10	6220	бТел
10:07:18	6.23	--	7	4361	бРел
10:07:14	6.23	--	215	133945	бРел
10:07:09	6.23	0.01	27	16821	бРел
10:07:03	6.22	--	84	52248	бТел
10:06:58	6.22	-0.01	36	22392	бТел
10:06:54	6.23	0.01	30	18690	бРел
10:06:43	6.22	--	59	36698	бТел
10:06:39	6.22	--	41	25502	бТел
10:06:28	6.22	--	12	7501	бРел
10:06:24	6.22	--	10	6220	бРел
10:06:18	6.22	0.01	105	65310	бРел
10:06:13	6.21	-0.01	445	276345	бТел
10:06:09	6.22	--	35	21770	бРел
10:06:03	6.22	--	31	19282	бРел
10:05:58	6.22	--	3	1866	бРел
10:05:54	6.22	0.01	68	42296	бРел
10:05:48	6.21	-0.01	25	15525	бТел
10:05:43	6.22	--	147	91434	бРел
10:05:38	6.22	--	85	52870	бРел
10:05:33	6.22	--	10	6220	бРел
10:05:28	6.22	--	63	39186	бРел
10:05:23	6.22	--	10	6220	бРел
10:05:18	6.22	--	91	56602	бРел
10:05:13	6.22	--	133	82726	бРел
10:05:03	6.22	--	70	43540	бРел
10:04:58	6.22	--	19	11818	бРел
10:04:53	6.22	0.01	7	4354	бРел
10:04:43	6.21	--	86	53406	бТел
10:04:38	6.21	--	5	3105	бТел
10:04:33	6.21	--	78	48438	бТел
10:04:28	6.21	--	10	6210	бРел
10:04:23	6.21	--	10	6210	бРел
10:04:18	6.21	0.01	5	3105	бРел
10:04:13	6.2	-0.01	32	19840	бТел
10:04:08	6.21	--	20	12420	бРел
10:04:03	6.21	0.01	47	29187	бРел
10:03:58	6.2	-0.01	31	19220	бТел
10:03:53	6.21	--	10	6210	бРел
10:03:48	6.21	--	423	262683	бРел
10:03:43	6.21	--	41	25461	бРел
10:03:38	6.21	--	125	77625	бТел
10:03:33	6.21	--	225	139725	бТел
10:03:28	6.21	-0.01	22	13662	бТел
10:03:23	6.22	0.01	10	6220	бРел
10:03:18	6.21	-0.01	13	8073	бТел
10:03:13	6.22	0.01	86	53492	бРел
10:03:08	6.21	-0.01	1	621	бТел
10:03:03	6.22	0.01	80	49760	бРел
10:02:58	6.21	-0.01	144	89424	бТел
10:02:53	6.22	--	12	7464	бРел
10:02:48	6.22	0.01	11	6842	бРел
10:02:43	6.21	-0.01	49	30429	жпптел
10:02:38	6.22	0.01	214	133108	бРел
10:02:33	6.21	--	20	12420	бРел
10:02:28	6.21	0.01	43	26703	бРел
10:02:18	6.2	--	23	14260	бТел
10:02:13	6.2	--	16	9920	бТел
10:02:08	6.2	-0.01	15	9300	бТел
10:02:03	6.21	--	1	621	бРел
10:01:58	6.21	0.01	60	37260	бРел
10:01:53	6.2	--	42	26040	бТел
10:01:47	6.2	-0.01	32	19840	бТел
10:01:43	6.21	0.01	70	43470	жпптел
10:01:38	6.2	--	242	150040	бТел
10:01:32	6.2	--	13	8060	бТел
10:01:23	6.2	--	80	49600	бТел
10:01:17	6.2	-0.02	1	620	бТел
10:01:13	6.22	0.02	68	42296	бРел
10:01:08	6.2	-0.02	32	19840	бТел
10:01:02	6.22	--	0	0	бРел
10:00:58	6.22	--	64	39808	бРел
10:00:53	6.22	0.02	32	19904	бРел
10:00:47	6.2	-0.02	61	37820	бТел
10:00:43	6.22	--	4	2488	бРел
10:00:37	6.22	--	96	59712	бРел
10:00:32	6.22	0.02	1	622	бРел
10:00:27	6.2	--	18	11160	бТел
10:00:22	6.2	--	23	14260	бТел
10:00:17	6.2	--	40	24800	бТел
10:00:12	6.2	--	235	146196	бРел
10:00:07	6.2	0.01	45	27900	бРел
10:00:02	6.19	-0.01	268	165892	бТел
09:59:57	6.2	--	300	186000	бРел
09:59:52	6.2	--	83	51460	бРел
09:59:47	6.2	--	5	3100	бРел
09:59:42	6.2	0.01	272	168640	бРел
09:59:37	6.19	-0.01	99	61281	бТел
09:59:32	6.2	--	167	103540	бРел
09:59:27	6.2	0.01	98	60760	бРел
09:59:22	6.19	-0.01	50	30950	бТел
09:59:17	6.2	--	52	32240	бРел
09:59:12	6.2	0.01	89	55180	бРел
09:59:07	6.19	-0.01	114	70566	бТел
09:59:02	6.2	0.01	13	8060	бРел
09:58:57	6.19	--	39	24141	бТел
09:58:52	6.19	--	303	187557	бТел
09:58:47	6.19	--	3	1857	бТел
09:58:42	6.19	--	47	29093	бТел
09:58:37	6.19	--	50	30950	бТел
09:58:32	6.19	--	43	26617	бТел
09:58:27	6.19	--	816	505104	бРел
09:58:22	6.19	0.01	519	321261	бРел
09:58:17	6.18	--	47	29046	бТел
09:58:12	6.18	--	168	103824	бТел
09:58:07	6.18	-0.01	461	284898	бТел
09:58:02	6.19	--	186	115134	бТел
09:57:57	6.19	--	1454	900026	бТел
09:57:52	6.19	-0.01	313	193747	бТел
09:57:47	6.2	--	10	6200	бРел
09:57:42	6.2	--	123	76260	бРел
09:57:37	6.2	-0.04	7815	4845610	бТел
09:57:32	6.24	--	31	19344	бТел
09:57:27	6.24	--	80	49920	бТел
09:57:22	6.24	--	46	28704	бТел
09:57:17	6.24	-0.01	5	3120	бТел
09:57:12	6.25	0.01	27	16875	бРел
09:57:07	6.24	--	103	64272	бТел
09:57:02	6.24	--	23	14352	бТел
09:56:57	6.24	--	61	38064	бТел
09:56:52	6.24	--	113	70512	бТел
09:56:47	6.24	--	37	23088	бТел
09:56:42	6.24	--	171	106704	бТел
09:56:37	6.24	--	144	89856	бТел
09:56:32	6.24	--	17	10608	бТел
09:56:27	6.24	--	271	169104	бТел
09:56:22	6.24	--	109	68016	бТел
09:56:17	6.24	--	30	18720	бТел
09:56:12	6.24	--	120	74880	бТел
09:56:07	6.24	-0.01	497	310128	бТел
09:56:02	6.25	0.01	2	1250	бРел
09:55:57	6.24	-0.01	10	6240	бТел
09:55:52	6.25	--	125	78125	бРел
09:55:47	6.25	--	7	4375	бРел
09:55:42	6.25	0.01	3	1875	бРел
09:55:37	6.24	--	13	8112	бТел
09:55:32	6.24	--	40	24960	бТел
09:55:22	6.24	--	239	149136	бТел
09:55:07	6.24	-0.01	18	11232	бТел
09:55:02	6.25	--	5	3125	бРел
09:54:52	6.25	--	452	282775	бТел
09:54:47	6.25	-0.01	102	63750	бТел
09:54:37	6.26	0.01	13	8138	бРел
09:54:32	6.25	--	202	126250	бТел
09:54:26	6.25	-0.01	40	25000	бТел
09:54:22	6.26	--	20	12520	бРел
09:54:17	6.26	--	54	33804	бРел
09:54:11	6.26	--	4	2504	бРел
09:54:07	6.26	0.01	7	4382	бРел
09:54:02	6.25	-0.01	82	51250	бТел
09:53:52	6.26	--	13	8138	бРел
09:53:46	6.26	--	20	12520	бРел
09:53:41	6.26	--	29	18154	бРел
09:53:37	6.26	0.01	4	2504	бРел
09:53:31	6.25	--	50	31250	бТел
09:53:26	6.25	-0.01	69	43125	бТел
09:53:22	6.26	0.01	95	59470	бРел
09:53:16	6.25	--	2	1250	бТел
09:53:11	6.25	-0.01	13	8125	бТел
09:53:06	6.26	--	15	9390	бРел
09:53:01	6.26	0.01	20	12520	бРел
09:52:56	6.25	-0.01	7	4725	бТел
09:52:51	6.26	0.01	52	32552	бРел
09:52:41	6.25	--	33	20625	бТел
09:52:31	6.25	0.01	121	75625	бРел
09:52:26	6.24	-0.01	215	134160	бТел
09:52:21	6.25	--	8	5000	бРел
09:52:16	6.25	0.01	11	6875	бРел
09:52:11	6.24	-0.01	101	63024	бТел
09:52:06	6.25	0.01	67	41875	бРел
09:52:01	6.24	--	31	19344	бТел
09:51:56	6.24	--	1	624	бТел
09:51:51	6.24	--	54	33696	бТел
09:51:46	6.24	--	13	8112	бТел
09:51:41	6.24	0.01	3	1872	бТел
09:51:36	6.23	--	0	0	бТел
09:51:31	6.23	-0.02	508	316484	бТел
09:51:26	6.25	0.01	126	78750	бРел
09:51:21	6.24	--	262	163488	бРел
09:51:16	6.24	--	34	21216	бТел
09:51:11	6.24	--	25	15600	бРел
09:51:06	6.24	--	68	42432	бРел
09:51:01	6.24	--	103	64272	бРел
09:50:56	6.24	--	73	45552	бРел
09:50:51	6.24	-0.01	212	132288	бТел
09:50:46	6.25	0.01	54	33750	бРел
09:50:41	6.24	-0.01	30	18720	бТел
09:50:36	6.25	0.01	53	33125	бРел
09:50:31	6.24	-0.01	177	110448	бТел
09:50:26	6.25	--	8	5000	бРел
09:50:21	6.25	--	134	83750	бРел
09:50:16	6.25	0.01	29	18125	бРел
09:50:11	6.24	-0.01	5	3120	бТел
09:50:06	6.25	--	10	6250	бРел
09:50:01	6.25	--	0	0	бРел
09:49:56	6.25	0.02	500	312500	бРел
09:49:51	6.23	-0.01	86	53578	бТел
09:49:46	6.24	--	535	333840	бРел
09:49:36	6.24	--	15	9360	бРел
09:49:31	6.24	0.01	20	12480	бРел
09:49:26	6.23	--	103	64169	бТел
09:49:21	6.23	--	14	8722	бТел
09:49:16	6.23	--	31	19313	бТел
09:49:11	6.23	--	10	6230	бТел
09:49:06	6.23	-0.01	73	45479	бТел
09:49:01	6.24	0.01	143	89232	бРел
09:48:56	6.23	0.01	109	67907	бТел
09:48:51	6.22	-0.01	160	99520	бТел
09:48:46	6.23	--	25	15575	бТел
09:48:41	6.23	--	112	70087	бРел
09:48:36	6.23	--	456	284088	бРел
09:48:31	6.23	--	22	13706	бРел
09:48:26	6.23	--	61	38003	бРел
09:48:21	6.23	--	107	66661	бРел
09:48:16	6.23	--	678	422705	бТел
09:48:11	6.23	--	69	42987	бТел
09:48:06	6.23	--	110	68530	бТел
09:48:01	6.23	--	179	111517	бТел
09:47:56	6.23	-0.01	102	63546	бТел
09:47:51	6.24	--	701	437424	бРел
09:47:46	6.24	0.01	71	44304	бРел
09:47:41	6.23	-0.01	70	43610	бТел
09:47:36	6.24	--	254	158496	бРел
09:47:31	6.24	0.01	95	59280	бРел
09:47:26	6.23	--	143	89089	бТел
09:47:21	6.23	-0.01	77	47971	бТел
09:47:16	6.24	0.01	54	33696	бРел
09:47:10	6.23	-0.01	416	259168	бТел
09:47:06	6.24	--	27	16848	бРел
09:47:01	6.24	-0.01	201	125424	бТел
09:46:55	6.25	0.01	259	162187	бРел
09:46:50	6.24	--	32	19968	бТел
09:46:46	6.24	-0.01	126	78624	бТел
09:46:40	6.25	--	76	47500	бРел
09:46:35	6.25	--	117	73125	бРел
09:46:31	6.25	0.01	156	97500	бРел
09:46:25	6.24	--	173	107952	бТел
09:46:20	6.24	--	33	20592	бТел
09:46:16	6.24	-0.01	298	185952	бТел
09:46:10	6.25	--	16	10000	бРел
09:46:05	6.25	--	40	25000	бРел
09:46:01	6.25	--	318	198750	бТел
09:45:55	6.25	--	169	105625	бТел
09:45:50	6.25	-0.01	36	22500	бТел
09:45:45	6.26	0.01	62	38812	бРел
09:45:40	6.25	-0.01	75	46875	бТел
09:45:35	6.26	--	220	137720	бРел
09:45:30	6.26	--	1532	959032	бТел
09:45:25	6.26	--	190	118940	бТел
09:45:20	6.26	--	39	24414	бТел
09:45:15	6.26	--	270	169020	бТел
09:45:10	6.26	--	183	114558	бТел
09:45:05	6.26	-0.01	66	41316	бТел
09:45:00	6.27	--	441	276507	бРел
09:44:55	6.27	0.01	72	45144	бРел
09:44:50	6.26	-0.01	14	8764	бТел
09:44:45	6.27	0.01	129	80883	бРел
09:44:40	6.26	-0.01	30	18780	бТел
09:44:35	6.27	--	44	27587	бРел
09:44:30	6.27	--	451	282777	бРел
09:44:25	6.27	0.01	317	198759	бРел
09:44:20	6.26	--	105	65730	бТел
09:44:15	6.26	-0.01	1295	810670	бТел
09:44:10	6.27	--	212	132924	бРел
09:44:05	6.27	--	28	17556	бРел
09:44:00	6.27	--	41	25707	бРел
09:43:55	6.27	--	115	72105	бРел
09:43:50	6.27	--	211	132297	бРел
09:43:45	6.27	0.01	120	75240	бРел
09:43:40	6.26	-0.01	179	112054	бТел
09:43:35	6.27	0.01	20	12540	бРел
09:43:30	6.26	--	275	172150	бТел
09:43:25	6.26	--	163	102038	бТел
09:43:20	6.26	-0.01	4	2504	бТел
09:43:15	6.27	0.01	171	107216	бРел
09:43:10	6.26	--	93	58218	бТел
09:43:05	6.26	--	535	334910	бТел
09:43:00	6.26	--	60	37560	бТел
09:42:55	6.26	--	160	100160	бТел
09:42:50	6.26	--	76	47576	бТел
09:42:45	6.26	--	87	54462	бТел
09:42:39	6.26	--	154	96404	бТел
09:42:35	6.26	-0.01	36	22536	бТел
09:42:30	6.27	--	272	170544	бРел
09:42:25	6.27	--	215	134805	бРел
09:42:20	6.27	--	67	42009	бРел
09:42:15	6.27	--	149	93423	бРел
09:42:09	6.27	--	54	34089	бТел
09:42:05	6.27	--	107	67089	бТел
09:41:54	6.27	-0.01	377	236378	бТел
09:41:50	6.28	--	820	514960	бРел
09:41:45	6.28	--	10	6280	бРел
09:41:39	6.28	--	29	18212	бРел
09:41:35	6.28	--	193	121204	бТел
09:41:30	6.28	--	5	3140	бТел
09:41:24	6.28	--	23	14444	бРел
09:41:20	6.28	--	686	430808	бТел
09:41:15	6.28	-0.01	16	10048	бТел
09:41:09	6.29	0.01	97	61013	бРел
09:41:05	6.28	--	229	143812	бТел
09:40:54	6.28	--	54	33912	бТел
09:40:50	6.28	--	79	49612	бРел
09:40:45	6.28	--	5	3140	бРел
09:40:39	6.28	-0.01	421	264388	бТел
09:40:35	6.29	0.01	15	9435	бРел
09:40:30	6.28	-0.01	212	133136	бТел
09:40:24	6.29	--	12	7548	бРел
09:40:19	6.29	0.02	110	69190	бРел
09:40:15	6.27	-0.02	265	166155	бТел
09:40:09	6.29	0.02	66	41514	бРел
09:40:04	6.27	--	19	11913	бТел
09:40:00	6.27	-0.01	103	64580	бТел
09:39:54	6.28	0.01	210	132275	бРел
09:39:49	6.27	--	310	194370	бТел
09:39:39	6.27	0.01	64	40128	жпптел
09:39:34	6.26	--	54	33804	бТел
09:39:30	6.26	-0.02	76	47576	бТел
09:39:24	6.28	--	357	224196	бРел
09:39:19	6.28	0.02	123	77244	бРел
09:39:14	6.26	--	63	39438	бТел
09:39:09	6.26	--	432	270432	бТел
09:39:04	6.26	--	511	319886	бРел
09:38:59	6.26	--	320	200320	бРел
09:38:54	6.26	--	158	98908	бРел
09:38:49	6.26	--	892	558392	бРел
09:38:44	6.26	0.01	236	147736	бРел
09:38:39	6.25	-0.01	276	172500	бТел
09:38:34	6.26	-0.01	183	114558	бТел
09:38:29	6.27	0.01	597	374319	бРел
09:38:24	6.26	0.01	149	93274	жпптел
09:38:19	6.25	-0.02	167	104375	бТел
09:38:14	6.27	--	3	1880	бРел
09:38:09	6.27	--	81	50787	бРел
09:38:04	6.27	-0.01	2832	1775663	бТел
09:37:59	6.28	0.01	52	32656	бРел
09:37:54	6.27	-0.01	258	161766	бТел
09:37:49	6.28	--	518	325536	бТел
09:37:44	6.28	--	396	248688	бТел
09:37:39	6.28	-0.01	230	144440	бТел
09:37:34	6.29	0.01	45	28305	бРел
09:37:29	6.28	-0.01	40	25120	бТел
09:37:24	6.29	-0.01	279	175491	бТел
09:37:19	6.3	--	295	186246	бРел
09:37:14	6.3	--	324	204120	бТел
09:37:09	6.3	--	1486	936180	бТел
09:37:04	6.3	-0.01	9	5670	бТел
09:36:59	6.31	--	20	12620	бРел
09:36:54	6.31	--	1967	1241259	бТел
09:36:49	6.31	-0.01	49	30918	бТел
09:36:44	6.32	--	20	12640	бРел
09:36:39	6.32	--	145	91640	бРел
09:36:34	6.32	--	610	385520	бТел
09:36:29	6.32	--	0	0	бТел
09:36:24	6.32	-0.01	271	171272	бТел
09:36:19	6.33	--	172	108876	бРел
09:36:14	6.33	0.01	151	95583	бРел
09:36:09	6.32	--	63	39816	бТел
09:36:04	6.32	--	183	115656	бТел
09:35:59	6.32	-0.01	26	16432	бТел
09:35:54	6.33	--	66	41778	бРел
09:35:48	6.33	--	56	35448	бРел
09:35:44	6.33	--	5	3165	бРел
09:35:39	6.33	--	195	123435	бТел
09:35:33	6.33	--	32	20256	бТел
09:35:29	6.33	--	4	2532	бТел
09:35:24	6.33	--	120	75960	бТел
09:35:18	6.33	--	87	55071	бТел
09:35:14	6.33	--	62	39246	бТел
09:35:09	6.33	--	9	5697	бТел
09:35:03	6.33	0.01	588	372204	бРел
09:34:59	6.32	--	501	316632	бТел
09:34:54	6.32	--	186	117552	бТел
09:34:48	6.32	-0.01	178	112496	бТел
09:34:44	6.33	0.01	12	7596	бРел
09:34:33	6.32	--	298	188336	бТел
09:34:29	6.32	--	116	73312	бТел
09:34:23	6.32	--	177	111864	бРел
09:34:18	6.32	--	53	33496	бРел
09:34:14	6.32	-0.01	190	120080	жпптел
09:34:09	6.33	0.01	50	31650	бРел
09:34:03	6.32	-0.01	1020	644640	бТел
09:33:59	6.33	--	76	48108	бРел
09:33:54	6.33	0.01	6	3798	бРел
09:33:48	6.32	-0.01	607	383624	бТел
09:33:44	6.33	-0.01	100	63300	бТел
09:33:38	6.34	0.01	37	23458	бРел
09:33:33	6.33	-0.01	17	10761	бТел
09:33:29	6.34	-0.01	130	82420	бТел
09:33:24	6.35	0.01	21	13335	бРел
09:33:18	6.34	--	350	221900	бТел
09:33:13	6.34	-0.01	277	175618	бТел
09:33:08	6.35	0.01	15	9525	бРел
09:33:03	6.34	-0.01	60	38040	бТел
09:32:58	6.35	--	107	67945	бРел
09:32:54	6.35	--	273	173355	бТел
09:32:48	6.35	-0.01	48	30480	бТел
09:32:43	6.36	-0.01	57	36252	бТел
09:32:39	6.37	0.01	63	40131	бРел
09:32:33	6.36	--	248	157728	бРел
09:32:28	6.36	0.01	69	43884	бРел
09:32:23	6.35	-0.01	50	31750	бТел
09:32:18	6.36	-0.01	141	89676	бТел
09:32:13	6.37	0.01	227	144599	бРел
09:32:08	6.36	-0.01	8	5088	бТел
09:32:03	6.37	0.01	87	55419	бРел
09:31:58	6.36	--	89	56604	бРел
09:31:53	6.36	0.01	67	42612	жпптел
09:31:48	6.35	-0.02	189	120015	бТел
09:31:43	6.37	--	361	229957	бРел
09:31:38	6.37	0.02	552	351624	бРел
09:31:33	6.35	-0.01	469	297815	бТел
09:31:28	6.36	--	77	49595	бТел
09:31:23	6.36	--	143	90948	бТел
09:31:18	6.36	--	90	57240	бТел
09:31:13	6.36	0.02	498	316740	бРел
09:31:08	6.34	--	2	1268	бТел
09:31:03	6.34	-0.01	69	43746	бТел
09:30:58	6.35	0.01	34	21590	жпптел
09:30:53	6.34	-0.02	11	6974	бТел
09:30:48	6.36	--	14	8904	бРел
09:30:43	6.36	--	69	43884	бРел
09:30:38	6.36	-0.01	11	7619	бТел
09:30:33	6.37	0.01	55	35047	бРел
09:30:28	6.36	-0.01	72	45792	бТел
09:30:18	6.37	0.03	73	46501	бРел
09:30:13	6.34	--	73	46282	бТел
09:30:08	6.34	-0.02	242	153428	бТел
09:30:03	6.36	0.05	525	333900	бРел
09:28:52	6.31	--	0	0	бТел
09:25:04	6.31	6.31	1536	969764	бРел
